SEXO,IDADE,RACA,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,RENDA_FAMILIAR,BOLSA_ESTUDANTIL,INTERCAMBIO,TRABALHO_DURANTE_GRAD,COTAS,PERMANENCIA_PROLONGADA
M,19.0,A,C,D,B,A,A,E,A,0
F,18.0,A,C,C,B,A,A,B,A,0
M,20.0,B,E,D,C,A,A,A,A,0
M,19.0,A,E,D,C,A,A,E,A,0
M,30.0,A,E,B,C,A,A,E,A,0
M,19.0,A,E,F,D,A,A,D,A,0
M,20.0,F,B,E,C,A,A,A,A,0
M,22.0,A,F,D,F,A,A,E,A,0
M,20.0,A,D,D,A,A,A,A,A,0
M,31.0,D,B,D,B,A,A,E,A,0
M,23.0,A,E,D,E,A,A,A,A,0
M,25.0,A,C,C,C,A,A,B,A,0
M,20.0,A,E,E,A,A,A,A,A,0
F,18.0,D,F,E,D,A,A,A,A,0
M,19.0,A,F,F,F,A,B,A,A,0
M,20.0,F,D,D,B,A,A,A,D,1
M,20.0,A,D,D,D,A,A,A,A,0
M,18.0,A,C,E,E,A,A,E,A,1
M,18.0,D,C,F,D,A,A,A,A,0
M,18.0,D,D,E,D,A,A,D,A,0
M,19.0,A,D,D,C,A,A,A,E,0
M,19.0,F,B,F,D,A,A,B,A,0
F,18.0,D,B,C,B,A,A,A,A,0
M,18.0,D,D,D,B,A,B,A,A,1
M,20.0,D,B,E,B,A,A,D,A,1
M,22.0,D,B,C,B,A,A,B,A,1
F,19.0,D,C,E,B,A,A,A,C,0
M,20.0,D,F,E,B,A,A,D,D,1
M,22.0,B,B,B,A,A,A,D,D,0
M,23.0,D,B,B,C,A,A,D,A,1
M,20.0,D,C,F,C,A,A,E,C,1
M,18.0,D,E,D,D,A,A,D,D,0
F,18.0,A,E,F,F,A,A,A,A,0
M,18.0,A,F,D,F,A,A,E,A,0
M,17.0,A,D,C,D,A,A,A,A,0
F,18.0,C,E,D,E,A,A,A,A,0
M,20.0,A,E,E,F,A,B,A,A,0
F,18.0,C,D,F,B,A,A,E,A,0
M,27.0,A,D,F,C,A,A,C,D,0
M,18.0,A,D,E,C,A,A,D,A,0
M,24.0,D,A,A,A,E,A,A,C,0
F,19.0,B,D,E,D,A,A,E,E,0
M,35.0,D,A,E,D,A,A,E,A,0
M,20.0,D,E,F,E,A,A,A,E,0
M,19.0,D,D,E,B,E,A,A,A,0
F,18.0,B,C,D,C,A,A,A,D,0
M,17.0,D,B,D,A,E,A,A,A,0
M,18.0,D,C,B,B,E,A,E,D,0
M,17.0,D,D,E,B,A,A,A,A,0
M,22.0,D,E,D,A,A,A,A,A,0
F,20.0,D,B,D,B,A,A,E,D,0
M,20.0,A,E,E,D,A,A,E,D,0
M,31.0,D,B,C,B,A,A,D,D,0
M,19.0,D,D,D,D,A,A,A,A,0
M,20.0,D,B,C,A,E,A,E,E,0
M,20.0,D,D,D,C,A,A,E,E,0
M,20.0,D,C,B,A,A,A,A,E,0
M,17.0,A,D,F,C,A,A,A,A,0
M,18.0,A,C,C,D,A,A,E,A,0
F,21.0,A,C,D,C,A,A,C,D,0
M,17.0,D,D,E,E,A,A,E,A,0
M,24.0,D,B,C,B,F,A,D,C,0
M,18.0,D,C,F,D,A,A,E,D,1
M,18.0,B,D,D,A,C,A,A,B,0
M,42.0,A,C,B,C,E,A,A,D,0
M,28.0,A,D,D,E,A,A,E,D,1
M,19.0,A,D,F,F,A,A,E,C,1
M,19.0,A,D,D,F,A,B,E,A,0
M,20.0,F,F,D,B,C,A,A,A,1
M,21.0,A,E,D,C,A,A,E,A,1
M,21.0,A,E,D,E,A,A,A,A,0
M,26.0,A,C,B,E,A,A,E,A,1
F,19.0,A,B,D,A,F,A,A,C,1
M,38.0,D,B,C,E,A,A,E,A,1
M,18.0,F,C,E,E,A,A,A,A,1
M,24.0,A,D,E,D,A,A,A,A,0
M,22.0,A,C,C,A,B,A,A,A,0
M,23.0,D,D,E,E,A,A,D,A,0
M,21.0,A,D,C,E,A,A,B,A,0
M,22.0,A,F,F,F,A,A,A,A,0
M,25.0,D,E,E,E,D,B,E,B,0
M,21.0,B,E,F,D,A,A,D,A,0
F,31.0,A,E,E,C,A,B,A,A,0
M,23.0,D,D,A,D,D,A,A,D,0
M,24.0,C,E,E,D,A,B,D,A,0
M,21.0,A,F,E,F,A,A,A,A,0
F,21.0,A,F,E,D,A,A,A,A,0
M,21.0,D,C,E,B,A,A,A,A,0
M,23.0,D,D,E,C,A,B,A,A,0
F,24.0,D,D,D,F,A,B,C,A,0
M,24.0,A,E,D,E,A,A,A,A,0
M,23.0,D,D,D,B,A,B,A,A,0
M,37.0,D,C,C,D,A,A,E,A,0
F,21.0,F,D,E,C,A,B,A,A,0
M,20.0,A,C,D,C,B,A,E,A,0
M,22.0,A,E,C,D,A,A,A,A,0
M,40.0,D,C,B,E,A,A,E,A,0
M,24.0,D,C,F,B,A,A,A,D,0
M,21.0,D,F,E,E,A,B,A,A,0
M,21.0,D,D,D,A,A,B,A,A,0
M,21.0,D,B,F,E,A,A,D,A,1
M,21.0,D,F,E,D,A,A,A,A,0
M,19.0,A,E,E,C,A,A,C,A,0
M,21.0,F,F,D,D,A,B,A,A,0
M,24.0,D,E,E,F,A,A,B,A,0
M,29.0,D,C,C,C,A,A,C,A,0
F,22.0,A,D,D,B,E,A,A,A,0
M,26.0,A,E,E,D,A,B,A,A,0
F,24.0,B,D,D,B,A,B,A,B,0
M,27.0,A,B,C,B,C,B,A,A,0
M,22.0,D,E,E,D,A,B,B,A,0
M,27.0,A,D,F,F,A,A,B,A,0
F,25.0,D,D,B,B,C,A,A,A,0
M,21.0,D,C,E,F,A,A,C,A,0
M,21.0,A,D,D,C,A,A,D,A,0
M,23.0,D,F,F,D,A,A,A,A,0
M,27.0,D,C,C,A,A,A,D,D,0
M,24.0,A,E,D,B,A,A,E,A,0
M,21.0,A,E,F,F,A,B,A,A,0
M,24.0,A,D,E,D,A,A,B,A,0
M,22.0,A,E,E,E,A,B,D,A,0
M,22.0,D,D,D,C,E,A,C,A,0
F,24.0,F,D,F,E,A,A,A,A,0
M,24.0,B,D,D,C,A,A,A,A,0
F,22.0,C,F,F,D,A,A,A,C,0
M,24.0,D,E,E,E,A,B,D,A,0
F,22.0,D,D,D,B,A,A,D,A,0
M,25.0,A,C,D,C,A,A,E,A,0
M,23.0,A,E,F,E,A,B,A,A,0
M,22.0,D,C,D,D,A,A,A,D,0
F,23.0,C,B,D,B,A,A,A,A,0
M,23.0,D,C,E,E,A,B,C,A,0
F,22.0,A,E,D,D,A,A,E,A,0
F,20.0,D,F,E,F,A,A,A,A,0
M,24.0,D,E,D,B,A,A,A,A,0
F,23.0,D,B,E,C,A,A,A,A,0
F,22.0,D,C,C,B,F,A,A,E,0
M,21.0,C,E,E,D,A,A,A,A,0
M,23.0,D,F,F,C,A,B,A,A,0
M,40.0,A,D,D,C,A,A,D,A,0
M,20.0,A,E,C,C,A,A,A,A,0
M,22.0,D,D,E,C,A,A,A,A,0
F,21.0,F,D,D,D,A,A,A,A,0
M,22.0,F,E,D,B,A,A,A,A,0
M,32.0,D,C,D,D,A,A,E,A,0
M,20.0,D,D,D,D,A,A,E,A,0
M,20.0,D,B,B,D,A,A,A,B,0
M,51.0,A,E,D,C,A,A,E,A,0
M,22.0,D,B,B,E,A,A,E,A,1
F,18.0,A,B,F,B,A,A,E,A,0
M,29.0,A,D,D,B,A,A,E,A,0
M,32.0,D,D,D,B,A,A,E,A,0
M,32.0,A,F,F,E,A,A,E,A,0
M,23.0,A,D,D,C,A,A,E,E,0
M,18.0,A,C,E,D,A,A,A,A,0
M,19.0,D,C,D,B,A,A,E,A,0
M,19.0,A,B,C,C,A,A,C,D,0
M,18.0,A,B,B,A,A,A,E,A,0
M,18.0,A,E,D,E,A,A,E,A,0
M,18.0,D,B,B,C,A,A,E,A,0
M,22.0,A,C,E,E,A,A,E,A,1
M,18.0,D,D,D,C,A,A,E,A,0
F,20.0,A,E,E,E,A,A,B,A,0
M,18.0,A,B,D,A,A,A,A,A,0
M,18.0,A,B,B,E,A,A,E,A,0
M,20.0,A,D,D,C,A,A,E,A,0
M,17.0,A,D,F,C,A,B,E,A,1
M,18.0,A,D,C,C,A,A,E,A,0
F,18.0,D,D,F,E,A,A,E,A,0
M,22.0,D,D,C,A,A,A,A,B,0
M,26.0,D,D,D,A,A,A,B,A,0
M,23.0,D,D,D,C,A,A,A,E,0
F,24.0,D,D,B,B,A,A,A,A,0
M,16.0,B,E,D,D,A,A,A,A,0
M,31.0,B,B,B,B,A,A,A,E,0
F,23.0,D,B,D,A,A,A,A,D,0
M,21.0,F,B,F,D,A,A,E,D,0
M,18.0,A,D,C,B,A,A,D,A,0
F,24.0,D,C,D,C,A,A,E,E,0
M,22.0,A,E,E,E,A,A,A,A,0
M,20.0,A,D,C,C,A,A,E,A,1
M,19.0,A,E,F,F,A,E,A,A,0
M,19.0,A,D,F,C,A,A,A,D,0
M,19.0,A,E,E,F,A,B,D,A,1
M,19.0,A,F,E,F,A,B,D,A,1
M,18.0,A,E,D,G,A,F,C,A,0
M,24.0,D,D,E,C,A,A,A,A,1
M,21.0,A,D,B,B,C,A,D,A,0
M,21.0,D,E,E,E,A,A,E,A,1
M,25.0,B,E,E,A,D,A,A,F,1
M,21.0,A,D,F,C,A,A,A,D,0
M,19.0,C,E,E,E,A,A,A,A,0
M,20.0,A,E,F,F,A,B,A,A,1
M,26.0,D,D,D,E,A,A,D,A,0
M,18.0,A,F,E,F,A,A,A,A,0
M,19.0,D,E,D,F,A,A,E,A,0
M,20.0,A,D,F,F,A,B,E,D,1
M,20.0,C,E,E,F,A,A,A,A,1
M,19.0,A,F,F,G,A,B,B,A,1
F,18.0,A,E,E,G,A,D,C,A,0
M,21.0,C,E,E,D,A,A,A,A,0
M,17.0,B,D,F,F,A,A,A,A,0
M,18.0,D,C,E,F,A,D,A,A,0
M,19.0,A,D,D,C,A,A,E,A,1
M,20.0,A,D,B,C,D,A,D,E,0
M,22.0,A,D,D,C,A,A,D,A,0
M,21.0,A,E,F,E,A,A,D,A,0
M,18.0,C,E,E,F,A,D,A,A,0
M,20.0,A,D,E,A,A,A,A,A,0
M,19.0,A,F,E,F,A,A,B,A,1
M,23.0,C,C,C,F,D,B,E,D,1
M,18.0,A,F,E,D,A,A,A,A,0
M,21.0,A,E,E,F,A,A,A,A,0
M,19.0,D,D,E,B,A,A,A,A,1
M,20.0,D,D,E,E,A,B,E,D,1
M,21.0,A,D,D,C,A,A,A,D,0
M,19.0,A,D,D,D,A,A,D,A,1
M,20.0,D,E,D,B,E,A,C,B,0
M,19.0,A,E,E,F,A,A,A,A,0
M,22.0,D,C,B,E,A,A,E,E,1
M,19.0,A,D,D,B,A,A,E,C,0
F,19.0,A,F,F,C,A,B,A,A,1
M,30.0,A,E,D,B,A,A,A,A,0
M,20.0,A,E,D,A,C,A,A,C,0
F,19.0,B,D,D,C,A,A,E,A,0
M,22.0,A,C,E,D,E,A,E,A,0
M,24.0,F,B,D,B,A,A,A,A,0
M,18.0,A,E,D,B,A,A,C,D,0
M,19.0,A,E,F,F,A,A,A,A,0
M,18.0,A,E,E,E,A,A,E,D,0
M,21.0,B,C,D,A,A,A,A,B,1
M,25.0,A,E,E,E,A,A,A,A,0
M,19.0,A,D,E,F,A,A,D,A,0
F,22.0,A,D,D,F,A,A,C,A,0
M,19.0,D,D,C,B,A,A,E,B,0
M,23.0,A,E,D,F,A,A,A,A,0
M,18.0,A,D,F,D,A,A,A,A,0
M,20.0,B,E,E,G,A,A,E,A,0
M,19.0,A,F,E,F,A,F,E,A,0
M,19.0,C,D,D,E,A,F,A,D,0
M,18.0,A,F,F,D,A,A,E,A,1
M,25.0,A,E,E,D,A,A,D,A,0
M,19.0,A,F,F,D,A,A,D,A,0
M,30.0,A,C,D,E,A,A,E,A,0
M,20.0,A,D,F,F,A,A,A,A,1
M,23.0,A,D,F,G,A,A,D,A,0
M,19.0,A,D,D,E,A,A,E,A,0
F,19.0,D,F,F,F,A,A,A,A,0
M,20.0,A,F,E,G,A,A,E,A,0
M,18.0,A,E,E,G,A,A,A,A,1
M,20.0,A,A,C,B,F,A,D,F,1
M,20.0,A,E,D,D,A,A,D,D,0
M,18.0,A,F,F,F,A,A,E,A,0
F,19.0,A,B,E,C,A,A,A,A,0
M,20.0,F,E,D,D,A,A,E,D,0
M,24.0,A,F,E,E,A,B,A,A,0
M,31.0,A,C,D,B,A,A,A,A,0
M,19.0,A,D,D,B,A,A,D,D,0
M,20.0,A,D,D,C,A,B,D,D,1
M,19.0,A,E,E,E,A,A,A,A,0
M,20.0,A,E,E,E,A,B,E,A,1
M,20.0,C,E,E,F,A,E,A,A,0
M,20.0,A,E,E,E,A,A,A,A,0
M,18.0,A,E,E,F,A,C,D,A,0
M,19.0,A,D,F,F,A,A,E,A,0
M,19.0,A,F,F,F,A,A,A,A,0
M,20.0,A,E,F,F,A,A,D,A,1
F,20.0,C,F,E,F,A,B,A,A,1
M,19.0,A,D,F,F,A,A,A,A,0
F,19.0,D,C,D,D,A,A,D,A,0
M,19.0,A,F,F,C,A,A,A,A,1
M,20.0,A,F,F,E,A,A,D,A,0
M,18.0,A,E,E,E,A,A,D,A,0
F,20.0,C,E,E,A,A,A,B,A,1
F,20.0,A,F,F,D,A,A,E,A,0
M,20.0,A,F,E,F,A,A,D,D,0
M,22.0,A,E,E,F,A,A,E,A,1
M,20.0,A,E,E,E,A,A,A,A,0
M,21.0,A,D,E,F,A,A,E,D,0
M,21.0,A,E,F,F,A,A,D,D,0
M,19.0,A,D,E,D,A,A,A,A,0
M,19.0,A,F,D,F,A,A,D,A,0
M,18.0,A,E,E,B,A,A,A,A,0
M,20.0,A,F,E,E,A,A,E,A,1
M,24.0,A,D,D,F,A,A,C,D,1
F,18.0,C,E,F,E,A,A,D,A,0
M,19.0,D,E,E,F,A,A,E,A,0
M,19.0,A,C,C,F,A,A,D,A,0
F,19.0,A,E,E,F,A,F,E,A,0
M,20.0,A,E,E,B,A,A,B,A,1
M,20.0,A,D,E,E,A,A,A,A,0
M,23.0,C,E,E,G,A,A,E,A,0
M,18.0,D,E,E,F,A,A,D,D,0
M,18.0,A,F,F,D,A,A,E,A,0
M,19.0,A,D,E,F,A,A,D,A,0
M,22.0,F,E,E,D,A,A,A,A,0
F,18.0,A,F,E,G,A,B,D,A,1
F,20.0,C,E,F,D,A,A,A,A,0
M,19.0,A,E,E,F,A,A,D,A,0
M,18.0,A,F,D,F,A,A,E,A,0
M,18.0,A,F,E,F,A,A,D,A,0
M,28.0,A,D,D,F,A,A,E,A,0
F,19.0,A,E,F,F,A,E,A,A,1
M,19.0,A,F,D,F,A,A,E,A,0
M,19.0,A,E,E,F,A,A,A,A,0
M,19.0,A,E,E,E,A,A,A,A,0
M,19.0,D,F,E,F,A,A,E,A,0
F,18.0,A,E,D,E,A,A,A,A,1
M,19.0,D,E,E,F,A,A,E,A,0
M,20.0,A,D,E,F,A,A,A,D,0
M,18.0,A,F,E,G,A,A,D,A,0
M,18.0,D,F,D,C,C,A,D,D,1
M,20.0,A,E,E,C,D,A,E,A,0
M,20.0,A,E,D,F,A,A,A,D,0
M,19.0,A,D,E,G,A,A,A,A,0
M,20.0,B,D,E,C,C,A,C,A,1
M,21.0,D,D,D,C,A,A,D,D,0
M,18.0,A,D,D,C,A,A,A,A,0
M,24.0,A,D,E,F,A,A,A,D,1
M,19.0,A,E,E,F,A,A,D,A,0
M,20.0,A,D,E,F,A,A,D,A,0
F,30.0,A,E,F,E,A,A,E,A,0
M,21.0,A,E,E,F,A,A,A,A,0
M,20.0,A,F,E,A,A,A,A,D,0
F,18.0,F,E,E,E,A,A,D,A,0
M,25.0,A,E,E,F,A,A,D,D,0
M,21.0,A,C,E,E,A,A,E,A,0
M,18.0,A,E,E,F,A,A,D,A,0
F,21.0,C,E,E,E,A,A,A,A,0
M,26.0,F,E,F,F,A,A,E,A,0
F,20.0,F,E,D,E,A,A,A,D,0
M,19.0,A,D,E,D,A,A,B,A,1
M,21.0,A,F,E,F,A,A,E,A,0
M,18.0,B,D,D,C,A,A,A,A,1
F,19.0,D,D,D,D,A,A,E,A,1
M,22.0,A,F,D,C,A,A,E,A,1
M,21.0,A,E,E,E,A,A,E,A,1
F,18.0,A,D,E,E,A,A,C,A,0
M,19.0,A,E,F,F,A,A,A,A,1
M,18.0,A,B,F,C,A,A,C,C,0
M,23.0,A,E,E,B,A,A,A,A,0
M,20.0,A,F,F,C,B,A,D,E,1
F,18.0,A,D,F,F,A,A,C,A,0
M,25.0,A,D,D,D,A,A,D,A,1
M,21.0,D,D,D,A,A,A,A,A,0
F,21.0,A,E,E,F,A,A,D,A,1
M,18.0,A,F,D,B,A,B,A,A,1
M,20.0,D,C,D,A,D,A,A,E,0
M,20.0,D,B,D,C,D,A,A,E,1
M,24.0,D,D,E,C,D,A,E,A,0
M,27.0,A,C,D,B,C,A,B,C,0
F,23.0,D,B,B,C,D,A,E,E,1
M,18.0,A,D,F,E,A,A,D,A,0
F,20.0,A,D,D,C,A,A,C,D,0
M,19.0,D,D,D,C,F,A,E,C,1
M,26.0,A,E,D,C,A,A,A,D,1
M,20.0,A,D,E,C,A,A,D,A,1
M,24.0,F,D,C,B,A,A,C,A,1
F,20.0,A,E,F,B,A,A,D,A,1
M,20.0,D,D,B,F,A,A,C,F,1
M,20.0,D,B,D,C,C,A,C,E,1
M,19.0,A,C,E,B,D,A,A,C,0
M,19.0,A,D,E,E,A,A,B,A,1
M,19.0,A,E,E,E,A,A,A,A,0
M,20.0,D,E,E,C,D,A,A,A,1
M,21.0,A,E,D,E,A,A,A,D,1
F,19.0,A,D,F,E,A,A,D,A,0
M,19.0,A,E,F,E,A,A,E,A,1
M,33.0,A,E,C,E,A,A,E,A,0
F,19.0,A,E,D,C,A,A,D,D,0
F,18.0,A,D,E,C,A,A,A,D,0
M,18.0,A,D,D,D,A,A,A,A,1
M,22.0,A,D,D,C,A,A,D,A,0
M,19.0,A,E,E,F,A,F,A,A,0
M,19.0,A,E,E,G,A,A,E,A,0
M,19.0,A,D,E,F,A,A,A,A,0
M,19.0,A,B,E,E,A,A,C,A,0
F,25.0,C,E,E,D,A,A,A,A,1
M,19.0,A,D,D,B,A,A,A,A,0
M,19.0,A,D,D,C,A,A,E,A,1
M,25.0,A,E,F,E,A,A,E,A,0
F,19.0,A,F,E,D,A,A,A,A,0
M,20.0,A,B,B,C,C,A,A,E,0
M,20.0,C,F,D,C,A,F,A,A,0
M,18.0,A,D,F,C,A,A,D,A,0
M,19.0,A,E,E,E,A,A,E,A,1
M,20.0,A,D,E,D,A,B,A,A,1
M,19.0,A,E,E,C,A,A,E,A,0
M,22.0,A,E,E,E,C,A,C,A,0
M,22.0,A,C,B,B,D,A,A,A,1
M,18.0,A,D,F,E,A,A,D,A,0
M,22.0,A,B,C,B,E,A,D,A,0
M,21.0,A,D,E,E,A,A,E,A,1
M,20.0,A,E,D,E,A,A,A,A,0
M,20.0,A,C,D,G,A,A,E,A,0
M,21.0,A,C,F,E,A,F,A,A,1
M,20.0,A,D,D,D,A,A,E,A,1
M,24.0,A,E,E,B,A,A,A,A,0
M,23.0,A,B,C,E,A,A,E,D,0
F,18.0,A,D,D,C,A,A,E,A,0
M,19.0,A,E,F,C,A,A,D,A,1
M,19.0,A,E,E,D,A,A,A,A,0
M,22.0,D,C,F,F,A,A,A,A,1
M,18.0,A,F,E,F,A,A,A,A,0
M,21.0,A,D,F,C,A,A,A,A,0
M,20.0,C,D,D,E,A,A,E,A,0
M,20.0,A,F,E,F,A,A,A,A,1
M,20.0,A,D,D,E,D,A,E,A,1
M,18.0,A,B,D,B,A,A,D,A,1
M,21.0,A,D,F,A,A,A,A,A,1
M,23.0,A,E,E,F,A,A,A,A,1
M,21.0,A,D,F,F,A,E,A,D,1
F,20.0,A,E,D,E,B,A,A,A,1
M,20.0,A,E,D,C,A,A,E,A,0
M,18.0,A,E,F,E,A,A,A,A,0
M,23.0,D,D,E,B,D,A,A,A,0
M,19.0,A,F,E,F,A,A,A,A,0
M,19.0,A,E,D,C,E,A,D,A,0
M,18.0,A,E,F,F,A,A,E,A,0
M,18.0,A,E,D,E,A,A,A,A,0
M,20.0,D,C,B,B,E,A,A,E,0
M,20.0,A,C,D,D,A,A,A,A,0
M,21.0,A,E,E,C,A,A,A,A,0
M,19.0,D,D,D,E,A,A,C,E,0
M,22.0,A,C,D,C,E,A,A,A,0
M,20.0,F,F,F,G,A,F,B,A,1
M,23.0,A,D,B,C,A,A,A,A,0
M,19.0,A,E,D,A,E,A,A,A,0
M,19.0,A,F,D,F,A,A,D,A,0
M,18.0,A,B,E,E,E,A,E,E,0
M,20.0,D,F,E,E,A,F,B,A,0
M,19.0,A,D,E,C,A,A,A,A,1
M,19.0,D,D,D,D,A,A,D,A,0
M,19.0,A,E,E,F,A,A,D,A,0
M,19.0,A,C,F,C,A,A,A,A,0
M,18.0,A,E,C,D,A,A,D,A,1
F,21.0,A,C,D,B,B,A,D,C,0
F,19.0,A,D,E,C,A,A,A,A,1
M,20.0,D,E,E,E,A,F,E,A,1
M,19.0,A,E,D,D,A,A,E,A,1
M,19.0,A,F,E,F,A,A,A,A,1
M,21.0,A,F,E,F,A,A,C,A,0
M,23.0,A,D,D,C,A,A,A,A,0
M,23.0,B,D,C,B,D,A,E,E,0
M,23.0,A,D,D,C,C,A,A,D,0
M,23.0,D,D,B,A,D,A,C,E,0
M,20.0,D,D,D,B,D,A,E,A,0
M,26.0,A,E,D,E,A,B,A,A,0
M,23.0,D,E,D,C,A,A,A,D,0
F,24.0,A,D,D,C,D,A,A,C,0
M,22.0,A,F,F,F,A,A,A,A,0
M,23.0,B,D,F,E,A,B,E,A,0
M,21.0,A,E,D,E,B,B,D,A,0
F,23.0,A,D,E,B,B,A,C,E,0
M,23.0,D,E,D,B,A,A,C,A,0
M,25.0,D,D,C,D,C,A,E,A,0
M,24.0,A,D,D,C,A,A,A,A,0
M,22.0,D,C,D,B,A,A,E,A,0
M,23.0,D,D,E,E,A,B,C,A,0
M,22.0,A,E,E,E,A,A,D,A,0
M,22.0,A,D,D,D,A,A,C,A,0
M,23.0,A,D,E,D,A,A,A,A,0
M,24.0,B,C,C,C,C,A,D,A,0
M,21.0,A,E,E,F,A,F,E,A,0
M,27.0,D,B,D,C,C,A,C,A,0
M,21.0,D,C,C,B,D,A,E,E,0
F,22.0,B,E,D,C,A,A,E,A,0
F,30.0,D,B,B,B,C,A,A,E,0
F,23.0,A,E,E,C,A,A,A,A,0
M,27.0,A,F,F,D,A,A,A,A,0
M,24.0,D,C,F,B,D,A,D,A,0
M,25.0,D,D,D,A,A,A,E,A,0
M,23.0,A,E,C,C,A,A,A,A,0
M,21.0,A,D,E,E,A,A,D,A,0
M,22.0,A,E,E,F,A,A,A,D,0
M,27.0,D,E,D,B,C,A,A,D,0
F,23.0,D,C,D,D,C,A,E,D,0
M,25.0,A,E,F,F,A,A,A,A,0
M,22.0,A,E,D,D,C,B,E,A,0
M,24.0,A,E,F,G,A,B,E,A,0
M,22.0,D,B,C,B,A,B,A,A,0
M,23.0,A,D,D,C,A,A,C,A,0
F,25.0,A,F,D,E,A,A,A,A,0
M,22.0,D,F,F,C,A,A,A,A,0
M,22.0,A,D,E,C,A,A,A,A,0
M,23.0,A,E,E,E,A,A,B,A,0
M,42.0,A,D,D,F,A,A,E,A,0
M,22.0,A,E,F,F,A,A,E,D,0
M,34.0,D,E,E,E,A,A,A,A,0
M,23.0,D,D,D,C,C,A,D,A,0
M,24.0,A,E,E,E,A,A,B,A,0
F,21.0,A,E,E,F,A,A,A,A,0
M,26.0,A,D,C,E,A,A,E,A,0
M,26.0,A,C,D,B,A,A,A,A,0
M,23.0,A,D,D,E,A,A,A,A,0
M,23.0,A,D,E,E,A,A,A,A,0
M,22.0,D,B,D,C,C,A,D,D,0
M,25.0,B,E,F,E,A,B,E,A,0
M,24.0,A,D,D,B,A,A,A,A,0
M,23.0,D,E,D,E,C,B,E,A,0
M,24.0,A,D,C,E,A,A,E,C,0
M,23.0,A,E,D,E,A,A,E,E,0
M,21.0,A,F,E,E,A,A,E,A,0
M,25.0,D,A,B,C,F,A,D,D,0
M,21.0,D,D,C,B,D,A,E,E,0
M,23.0,D,D,D,B,C,A,B,E,0
M,32.0,A,B,D,B,D,A,D,A,0
M,21.0,A,D,D,D,A,A,A,A,0
M,22.0,D,C,F,B,C,A,A,A,0
M,25.0,A,D,D,C,C,A,A,A,0
M,23.0,A,E,F,E,A,B,E,D,0
M,23.0,D,F,E,F,A,A,A,D,0
M,22.0,A,F,F,E,A,A,A,A,0
M,23.0,A,D,E,C,A,A,E,A,0
M,23.0,D,E,D,F,A,B,D,D,0
M,22.0,A,D,D,B,C,A,E,D,0
M,22.0,A,D,D,C,C,A,A,A,0
M,22.0,D,D,B,C,C,A,E,A,0
M,23.0,A,D,D,B,A,A,A,A,0
F,23.0,D,D,F,C,A,B,E,A,0
M,23.0,A,E,D,E,A,A,E,D,0
M,21.0,A,F,F,G,A,A,E,A,0
M,23.0,D,D,F,F,A,A,C,A,0
M,23.0,A,E,D,F,A,A,E,A,0
M,26.0,A,E,D,C,A,A,A,A,0
M,23.0,A,E,E,E,A,A,A,A,0
M,23.0,D,D,D,C,A,A,E,A,0
M,31.0,A,D,E,E,A,A,E,A,1
M,18.0,A,D,F,F,A,A,D,A,1
M,18.0,A,E,E,D,A,A,A,A,1
M,20.0,D,D,D,B,C,A,A,C,0
F,18.0,B,B,F,B,C,A,E,B,1
M,22.0,A,F,F,F,A,A,A,A,0
M,18.0,A,E,E,B,A,A,A,A,0
M,20.0,D,E,F,E,A,A,A,A,0
M,19.0,C,E,D,E,A,A,E,A,1
M,22.0,A,E,E,D,A,A,C,A,0
F,21.0,A,E,E,C,A,A,A,A,0
F,19.0,A,C,D,C,A,A,A,A,0
M,18.0,B,A,D,B,A,A,D,E,0
M,19.0,A,E,C,C,A,A,E,A,1
M,18.0,A,E,F,F,A,A,D,A,0
M,19.0,A,E,F,F,A,C,A,A,0
M,25.0,A,E,F,F,A,A,E,A,1
M,17.0,A,D,C,D,A,A,A,A,1
M,18.0,A,D,C,F,A,B,E,A,1
M,26.0,F,F,D,D,A,A,E,A,1
M,19.0,A,F,D,E,A,A,A,A,0
F,19.0,A,E,D,B,A,C,C,A,0
M,19.0,D,D,C,E,C,A,E,A,1
M,20.0,F,F,E,F,A,A,C,A,0
M,19.0,D,E,D,C,A,A,E,A,0
M,20.0,A,D,E,D,A,A,A,A,1
M,19.0,D,D,D,C,A,A,E,F,0
F,20.0,A,B,B,C,A,A,D,A,0
M,30.0,A,E,E,D,A,A,D,A,0
F,24.0,A,C,C,B,A,A,A,A,0
M,30.0,A,B,D,A,A,A,A,A,0
M,19.0,D,E,E,E,A,A,B,A,0
M,18.0,D,D,E,D,A,A,A,B,0
M,27.0,A,C,C,A,A,A,A,A,0
M,20.0,A,E,D,B,A,A,D,D,0
F,18.0,D,D,D,C,A,A,D,D,0
F,18.0,A,C,D,B,A,A,B,A,0
M,18.0,D,D,C,B,A,A,D,D,0
M,22.0,A,D,E,D,A,A,D,A,0
F,18.0,A,D,D,C,A,A,A,D,0
F,19.0,A,D,E,E,A,A,A,A,0
M,18.0,D,E,D,C,A,A,A,A,0
M,21.0,A,D,D,B,A,A,D,A,0
M,18.0,A,D,F,C,A,A,A,A,0
F,20.0,D,D,C,B,A,A,A,A,0
M,17.0,A,E,E,C,A,A,A,A,0
M,19.0,A,D,E,C,A,A,A,A,0
M,20.0,D,D,C,B,A,A,A,A,0
M,24.0,A,C,D,C,A,A,A,A,0
M,21.0,A,D,E,D,A,A,A,A,0
M,29.0,A,E,D,C,A,A,A,A,0
